,Society,event_name,attendance_count,interested_count,no_reply_count,declined_count,maybe_count,total_invited_count,description,start_time,place,city,country,street,zip,latitude,longitude,Sold_Out,Limit
250,sydneyartssociety,SASS Welcome Drinks,438,38,192,0,38,706,"Ring in the new uni year with your favourite society ;) SASS is here to numb the ""start of tutorials and readings"" pain and stresses with welcome drinks at Hermanns. Get back into the groove of uni life and join your SASSy friends from 5pm!

ALL AGES EVENT. First year, second year, third year... all undergrads and all postgrads are welcome

""University of Sydney quad"" by Andrea Shaffer is licensed by CC by 2.0 
https://www.flickr.com/photos/aschaf/",2015-03-11T17:00:00+1100,Hermann's Bar,Sydney,Australia,"University of Sydney, Cnr City Rd & Butlin Ave Butlin Ave",2008.0,-33.88960055652,151.19038872276002,0.0,0.0
251,sydneyartssociety,Speed Friending - Back To Making New Friends,35,4,81,0,4,124,"Time to rewind the clock and make friends like you did on your first day with Speed Friending! 

Brought to you by the Sydney Arts Students’ Society (SASS), Speed Friending is all about finding the best people to go back in time with and making gr8 m8s like Marty and Doc. 

So get in your DeLorean and come find friendship, love, lust, banter or chocolate (statistics show you will find at least one of these things). 

To be hosted by the sassiest of SASS hosts, this is a classic OWeek event and one not to be missed!",2015-02-25T15:00:00+1100,The Wormhole,,,,,,,0.0,0.0
252,sydneyartssociety,Sydney Arts Students Society AGM,88,11,179,0,11,289,"~~Please note the time for the AGM has changed due to reports of branch stacking, it is now to be held on Monday the 3rd of November~~

Hey SASS friends! Like flames to dust and lovers to friends the 2014 executive is ready to say goodbye and let the class of 2015 lead SASS into the future. To make that happen we need an AGM!

At the meeting a range of constitutional amendments will be passed to allow SASS to properly liaise with and represent the diversity of students that are studying within the faculty. They are available in full with the attached Agenda.

The following positions will be elected at the meeting. 
i.	a President
ii.	a Vice President (Internal)
iii.	a Vice President (External)
iv.	a Treasurer
v.	a Secretary
vi.	two Social Directors
vii.	two Publications Directors
viii.	a Sport Director

The executive will appoint the Sponsorship, Design & IT officers. The portfolio positions and the First Year director will be elected at a GM in 2015 once the constitutional amendments have passed. 

Please contact the current executive by email if you have any questions about their role. 
Nominations are due by 4PM on Sunday 26th to secretary@sydneyarts.org.au 


Eden Tollis 0435 171 949 president@sydneyarts.org.au

Julian Hollis 0466 210 751 vp.internal@sydneyarts.org.au

Liv Ronan 0450 085 785	vp.external@sydneyarts.org.au

Madeleine Konstantindis	0413 933 544 publications@sydneyarts.org.au

Nick Fahy 0423 914 226 publications@sydneyarts.org.au

Callum Walker	0410 402 002	sport@sydneyarts.org.au

Lara Keogh 0433 302 269 sponsorship@sydneyarts.org.au

Jethro Cohen	0439 023 988	treasurer@sydneyarts.org.au

Billy Hade	0450 520 357	socials@sydneyarts.org.au

Lisa Xia            0416883988 socials@sydneyarts.org.au

Whitney Duan 0430471389 design@sydneyarts.org.au

Liam Carrigan	0401 847 279 secretary@sydneyarts.org.au



THE RULES:
1. Nominations are due 24 hours before the meeting opens at 4pm on the 26th of October.
2. If you are a member and wish to nominate, email secretary@sydneyarts.org.au with your name, degree, what position you are applying for (can be more than one), and a 100 word statement containing why you wish to run for this position and your vision for the role.
4. All members of the Arts faculty are automatically members of the society.
5. Strictly no stacking. We will find out and take appropriate action, including rescheduling the election.",2014-11-03T16:00:00+1100,Holme Common Room,,,,,,,0.0,0.0
253,sydneyartssociety,SASS hosts ARNA 2014 Launch,185,40,358,0,40,623,"Brace yourselves. The baddest bad boy of all creative journal launches has arrived! Eight months and nineteen editors in the making, and more fantastic contributors than you can swing a dead cat at. We are delighted to bring you the launch of ARNA 2014, the annual creative journal of the Sydney Arts Students' Society (SASS), held this year as part of the 2014 University of Sydney Union Verge Festival. 

We are beyond excited to showcase the talents of our fellow students and to whet your creative and digestive appetites for an evening of intellectually stimulating frivolity. Complementary drinks will be provided, along with some light entertainment and live music. Copies of our creative lovechild will also be available for purchase. 

Consider this the Rolls Royce of all Friday night pre-drinks.

Details of the launch:
Time: 5-7pm Friday October 10th
Venue: The Tate Gallery above the Toxteth Hotel, 345 Glebe Pt Rd
Entry cost: $5 Access, $11 Non-Access

During Verge we also have SASSFactor: http://tinyurl.com/SASSFactor

For more Verge Festival events, click here: http://on.fb.me/1swCqKa",2014-10-10T17:00:00+1100,Sydney Arts Students Society - SASS,Sydney,Australia,,2006.0,-33.886602170197,151.18779954602,0.0,0.0
254,sydneyartssociety,SASSFactor!,83,18,271,0,18,390,"Wahey! SASSAROOS! It's that time of year again - that's right, the annual* SASS FACTOR TALENT CHAMPIONSHIPS. Grab your mikes, grab your magic and roll on down to the talent stadium at Hermann's Bar. SASSFactor is being held this year as part of the 2014 University of Sydney Union Verge Festival. 

Registrations are open now for all keen beans with itchy feet, unable to wait till they can hop on staged  and woo the crowds. 

All acts are welcome - come one, come all. 

So, warm up the vocal chords, practice your acts and limber up folks! The time is nigh for your moment of stardom.

Register at: http://goo.gl/forms/XiZkBhaA24

During Verge we also have our ARNA launch: http://tinyurl.com/ARNALaunch

For more Verge Festival events, click here: http://on.fb.me/1swCqKa

NB: SASS will be acting in accordance with a 'No Dickheads Policy'. By substantiation, any acts that are discriminatory in any way will be not tolerated.",2014-10-09T19:30:00+1100,Hermann's Bar,Sydney,Australia,"University of Sydney, Cnr City Rd & Butlin Ave Butlin Ave",2008.0,-33.88960055652,151.19038872276002,0.0,0.0
255,sydneyartssociety,SASS watches Pans Labyrinth,21,6,75,0,6,108,"Attention one, attention all! 

SASS will be taking a trip through the looking glass and finding fantasy in the most unusual of places!

Experience the wonder, experience the horror, experience the joy of one girls powerful journey!

So rock up, roll up and relax with us in the Isobel Fidler room on october 9

#Verge #Usyd #SASS

Don't forget our exciting ARNA launch the very next day ... link below:
https://www.facebook.com/events/806037826083111/?fref=ts",2014-10-09T15:30:00+1100,Sydney Arts Students Society - SASS,Sydney,Australia,,2006.0,-33.886602170197,151.18779954602,0.0,0.0
256,sydneyartssociety,SASS attends RACY RACE,25,2,98,0,2,127,"Hey all children of SASS, 

Radical Sex & Consent Day is coming up. It's run by the USU and it's an incredibly fun and amazing day to be a part of. Radical Sex & Consent Day promotes a new perception on sexual health. It is a day that celebrates consent and all forms of sexuality. Many things will be on, but most of all, SASS will be attending The Racy Race: A Sexy Scavenger Hunt! 

SASS, at the beginning of semester was planning to hold their own Amazing Race, but has decided instead to take part in The Racy Race! The Racy Race runs for 2 hours, on Eastern Avenue from 12-2pm. There are cool prizes to run for and it'll just be a blast for all! 

For more information about the Racy Race and any other events on during the day click on: 

https://www.facebook.com/events/742708735777504/ Come and join us! 

Love, 
SASS exec",2014-09-04T12:00:00+1000,Sydney Arts Students Society - SASS,Sydney,Australia,,2006.0,-33.886602170197,151.18779954602,0.0,0.0
257,sydneyartssociety,Rock Your Socks Off - SASS Pub Crawl!,113,17,211,0,17,358,"We’re all thirsty. It’s time for another pub crawl/waddle/scamper. This time we’re venturing out beyond the wall and northwards, to The Rocks! Join us as we swap Newton Nouveau for The Regal Rocks in a night that's sure to be one ROCK-ing party. ROCK on! ROCK-ets! ShamROCK! 

The order of our pub-visitation is as follows:

Glenmore Hotel
The Argyle (2 for 1 cocktails 5-8pm) 
Australian Heritage Hotel (delish pizzas too)
Fortune of War
Finish at The Argyle

**Meet at Glenmore Hote at 5pm**

We will provide regular updates as to where we are for those who want to join us at the next location.",2014-08-14T17:00:00+1000,The Rocks,Sydney,Australia,The Rocks,2000.0,-33.859041573790996,151.20858684952,0.0,0.0
258,sydneyartssociety,ARNA 2014: Submissions,196,29,391,0,29,645,"Submissions for ARNA 2014 are now open!

Fancy yourself a writer of sorts? Maybe a poet? Or perhaps photography and painting are more your persuasion? Perhaps you are all or none of these, or perhaps you have always been great at giving yourself semi-fruitful advice and feel that editing is more your calling.

If so, we want you, and we want you BAD.

Every year the Sydney Arts Students Society (SASS) publishes ARNA, an annual literary publication started in 1918 that brings together some of the best creative talent that the University of Sydney community has to offer, publishing student and staff works from across a range of diverse degrees and disciplines. The journal enables up-and-coming writers and artists to gain invaluable exposure within both the university community and wider creative industry, as well as providing those who have a passion for editing and publishing with the opportunity to be a part of a hard-working and dedicated team that collates, edits and produces a unique literary journal. 

We are currently accepting submissions in the following categories:
    -	Short stories
    -	Poetry
    -	Drama
    -	Artworks
    -	Photography
    -	Non-fiction pieces

For further submission details and for access to the submission form, please follow this link: http://www.formpl.us/form/0B5_ZDvl43qGVWnVYNDFla0xTMHc.

Submissions close Friday August 1st at 11:59pm.

If you have any further questions, please don’t hesitate to contact Nick and Maddy at publications@sydneyarts.org.au.",2014-08-01T00:00:00+1000,The University of Sydney,Sydney,Australia,Parramatta Rd,2006.0,-33.887585395475,151.19004358290002,0.0,0.0
259,sydneyartssociety,A Picnic by the Seine,109,12,78,0,12,211,"SASS will satiate that hunger, quench that thirst and romance you as best it can at our 'SASSnic' (a desperate attempt to SASS-ify the word picnic). From 12pm next Thursday, the Botany Lawns opposite the Great Hall will become the Paris of the Antipodeans, with delectable selections of pastries, cakes and general nibblies. 

It will be $2 for ACCESS and $5 for non-ACCESS to sink your teeth into our delicious goodies.

Throw away your soggy sandwich, run away from your boring frenz, and join SASS under the autumnal leaves that can only be best described as French-esque.",2014-05-08T12:30:00+1000,Sydney Arts Students Society - SASS,Sydney,Australia,,2006.0,-33.886602170197,151.18779954602,0.0,0.0
260,sydneyartssociety,SASS General Meeting,61,4,97,0,4,166,"The Sydney Arts Students Society will be holding a general meeting to pass constitutional amendments and elect a first year representative and second socials officer.

Nominations must be sent to secretary@sydneyarts.org.au. Nominations will close on the 14th of April at 11.59pm.  Nominations must include a 100 word statement attached. 

Please find below the proposed Constitutional Ammendments:

2.1 “The Society” is Not for profit; meaning: the assets and income of the society shall be applied solely in furtherance of the aims of the society and no portion shall be distributed directly or indirectly to the members of the society except as bona fide compensation expenses incurred on behalf of the society.

4.2 add iii) a IT officer
5.15 The IT Director shall:
(i) Be responsible for the online presence of the Society, including but not limited to:
a. the Society’s Social Media presence and Applications
b. the Society’s Website
(ii) Collaborate with the Marketing/Design Director to produce consistent media.

6.4 Quorum at General Meetings shall be the lesser of one-third of the Ordinary Members or fifteen (15) Ordinary Members. If within thirty minutes from the time appointed for the meeting a quorum is not present, the meeting shall be dissolved. 

10.1 All property of the Society shall be vested in the Executive, and shall be dealt with in such manner as directed by the Society in an Ordinary Meeting.
10.2 The Society shall maintain a bank account.
10.3 All payments of the Society shall be by cheque, signed by at least two members of the Executive, one of whom must be the Treasurer.
10.4 The finances of the Society shall be maintained in accordance with the C&S Handbook for Treasurers produced by the Clubs & Societies Office of The University of the Sydney Union, and submitted for audit by the Clubs & Societies Auditor immediately following the Financial Year End of the Society in the month of October each year.

10.5 Notwithstanding anything contained in this Constitution, all assets and funds of the Society shall be used solely to further the Objects of the Society, and no portion of those funds shall be paid or distributed to members of the Society except as compensation for out-of-pocket expenses.

10.6 The financial year of the Society shall run from the November to the October following.",2014-04-15T10:00:00+1000,Isabel Fidler Room,,,,,,,0.0,1.0
